brand,title,accords,gender,age,secondary notes
The-Trend-by-House-of-Sillage,No. 2 Hot in Camo The Trend by House of Sillage for women,"tuberose,white floral,amber,animalic,floral,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
La-Facon,Vanille Tahaa La Facon for women,"vanilla,amber,powdery,sweet,animalic,musky",female,older_twenty_five,"musk,dairy,dry,almond,nut"
Parfums-de-Coeur,Body Fantasies Fresh Lemon Sugar Parfums de Coeur for women,"vanilla,citrus,sweet,milky,coconut,green",female,older_twenty_five,"dairy,powdery,grass,nut,almond"
Scent-by-the-Sea,Cote d'Azur Scent by the Sea for women and men,"vanilla,coconut,aromatic,sweet,fresh spicy",unisex,older_twenty_five,"dairy,powdery,grass,nut,almond"
Mine-Perfume-Lab,Fresia Orientale Mine Perfume Lab for women and men,"vanilla,floral,patchouli,citrus,white floral",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Dana,French Vanilla Dana for women,"vanilla,floral,woody,citrus,balsamic",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Khalis,Golden Dust Khalis for women and men,"vanilla,musky,powdery,sweet,soft spicy,woody",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Novaya-Zarya,Sexy Light Novaya Zarya for women,"vanilla,patchouli,citrus,white floral,fruity,warm spicy,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Al-Haramain-Perfumes,Najm Gold Al Haramain Perfumes for women and men,"vanilla,powdery,citrus,woody,coconut,",unisex,older_twenty_five,"dairy,almond,grass,dry,nut"
Jeanne-Arthes,Vanille Tropicale Jeanne Arthes for women,"vanilla,powdery,sweet,coconut,woody,tropical,",female,older_twenty_five,"dairy,almond,grass,dry,nut"
Sarah-Horowitz-Parfums,Vanilla Base Note Sarah Horowitz Parfums for women and men,"vanilla,powdery,sweet,soft spicy,woody",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Reminiscence,Vanille Reminiscence for women,"vanilla,sweet,balsamic,floral,warm spicy,aromatic,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Adopt-by-Reserve-Naturelle,Vanille Coco Adopt' by Reserve Naturelle for women and men,"vanilla,sweet,coconut,tobacco,soft spicy",unisex,older_twenty_five,"dairy,powdery,grass,nut,phenolic"
D-S-Durga,Shake Shake Senora D.S. & Durga for women,"vanilla,sweet,floral,amber,powdery,coconut",female,older_twenty_five,"dairy,almond,grass,dry,nut"
Victoria-s-Secret,Sexy Little Things Tease Limited Edition Eau de Parfum Victoria's Secret for women,"vanilla,sweet,fruity,powdery,white floral,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Naomi-Campbell,Naomi Campbell At Night Naomi Campbell for women,"vanilla,sweet,powdery,balsamic,aromatic,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Paco-Rabanne,Strong Me Paco Rabanne for women and men,"vanilla,sweet,powdery,fruity,metallic",unisex,older_twenty_five,"dairy,dry,almond,grass,berry"
Sabon,Femme Sabon for women,"vanilla,warm spicy,woody,powdery,white floral,balsamic",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Yves-Saint-Laurent,Manifesto l'Elixir Yves Saint Laurent for women,"vanilla,white floral,citrus,powdery,woody,amber,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Nabeel,Bold Woman Nabeel for women,"vanilla,white floral,rose,woody,floral,amber",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Eighteen-Fifty-Parfums,Chateau Eighteen Fifty Parfums for women and men,"vanilla,woody,balsamic,powdery,warm spicy",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Hamidi-Oud-Perfumes,Sama Hamidi Oud & Perfumes for women,"vanilla,woody,powdery,amber,oud",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Ajne,Vanille Ajne for women and men,"vanilla,woody,powdery,sweet,soft spicy",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Gydja,Hekla Gydja for women,"vanilla,woody,powdery,sweet,soft spicy",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Brut-Parfums-Prestige,Faberge Tigress Brut Parfums Prestige for women,"warm spicy,aldehydic,floral,balsamic,amber,aromatic,",female,older_twenty_five,"fatty,waxy,lily,pungent,lemon"
Frau-Tonis-Parfum,No. 12 Accroche- Coeur  Frau Tonis Parfum for women and men,"warm spicy,balsamic,cinnamon,patchouli,vanilla,rose",unisex,older_twenty_five,"powdery,dairy,grass,coconut,nut"
O-Botic-rio,coffee Duo Woman O Boticário for women,"warm spicy,balsamic,floral,woody,milky,aromatic",female,older_twenty_five,"cacao,berry,whiteflower,lemon,pungent"
Cupid-Perfumes,Cupid No.4 Cupid Perfumes for women and men,"warm spicy,balsamic,leather,patchouli,floral",unisex,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
Loree-Rodkin,Gothic II Perfume Oil Loree Rodkin for women and men,"warm spicy,balsamic,patchouli,vanilla,smoky",unisex,older_twenty_five,"dairy,powdery,phenolic,coconut,nut"
Mirko-Buffini-Firenze,No. 31 Mirko Buffini Firenze for women and men,"warm spicy,balsamic,sweet,cacao,aromatic,vanilla",unisex,older_twenty_five,"nut,dairy,powdery,coffee,caramellic"
Xerjoff,Dolce Amalfi Xerjoff for women and men,"warm spicy,balsamic,sweet,fruity,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
ID-Parfums,Le Temps de Reines ID Parfums for women,"warm spicy,balsamic,woody,fresh spicy,patchouli,aromatic",female,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Odoratika,Bûche de Noël (Рождественское Полено) Odoratika for women,"warm spicy,cacao,sweet,almond,fruity,balsamic,",female,older_twenty_five,"nut,coffee,powdery,vanilla,caramellic"
Poesie,Madar Poesie for women and men,"warm spicy,cinnamon,aromatic,white floral,rose,woody",unisex,older_twenty_five,"powdery,blackcurrant,vanilla,cherry,grass"
Pecksniff-s,Floriental Pecksniff's for women,"warm spicy,cinnamon,floral,citrus,patchouli,balsamic",female,older_twenty_five,"powdery,vanilla,berry,blackcurrant,cherry"
Khalis,Oud Al Shams Khalis for women and men,"warm spicy,cinnamon,oud,amber,vanilla",unisex,older_twenty_five,"powdery,dairy,grass,coconut,nut"
Nina-s-Nature,SnifSnif Nina's Nature for men,"warm spicy,cinnamon,patchouli,fresh spicy,aromatic,citrus,",male,older_twenty_five,"powdery,vanilla,blackcurrant,cherry,grass"
Diesel,Zero Plus Masculine Diesel for men,"warm spicy,cinnamon,vanilla,fresh spicy,powdery",male,older_twenty_five,"dairy,dry,almond,grass,berry"
24,24 Elixir Rise Of The Superb 24 for women and men,"warm spicy,citrus,herbal,fresh spicy,amber,aromatic,,",unisex,older_twenty_five,"apple,animalic"
Clash,Clandestine Clash  for women,"warm spicy,citrus,woody,balsamic,aromatic",female,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Ted-Lapidus,Black Soul Imperial Ted Lapidus for men,"warm spicy,coffee,leather,green,animalic,amber,",male,older_twenty_five,"nut,meat,musk,cacao,phenolic"
DSH-Perfumes,l’Opera des Rouges et des Roses  DSH Perfumes for women and men,"warm spicy,floral,balsamic,rose,white floral,sweet",unisex,older_twenty_five,"pungent,cacao,lemon,violetflower,berry"
Bourjois,Glamour Excessive Bourjois for women,"warm spicy,floral,powdery,vanilla,coconut,",female,older_twenty_five,"dairy,almond,grass,dry,nut"
Caron,Bellodgia Caron for women,"warm spicy,floral,powdery,woody,rose,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Rochas,Byzance Rochas for women,"warm spicy,floral,woody,white floral,powdery,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
10th-Avenue-Karl-Antony,Imola 10th Avenue Karl Antony for women and men,"warm spicy,fresh spicy,citrus,cinnamon,powdery,balsamic",unisex,older_twenty_five,"vanilla,berry,musk,dry,almond"
Mancera,Aoud Exclusif Mancera for women and men,"warm spicy,fresh spicy,oud,rose,balsamic,amber",unisex,older_twenty_five,"cacao,berry,whiteflower"
Renee,Amber Renee for women,"warm spicy,green,aromatic,fresh spicy,woody,balsamic,",female,older_twenty_five,"cacao,grapefruit,musty,clean,oily"
Houbigant,Indian Summer Houbigant for women,"warm spicy,green,balsamic,woody,rose,aldehydic",female,older_twenty_five,"fatty,waxy,lily,pungent,musty"
Atkinsons,Spirit of Africa Hawa Temptation Atkinsons for women,"warm spicy,green,floral",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Asgharali,Passion Of Mind Asgharali for men,"warm spicy,green,fruity,sweet,sour",male,older_twenty_five,"cheese,pungent,body,berry,caramellic"
L-Artisan-Parfumeur,Tea for Two L'Artisan Parfumeur for women and men,"warm spicy,green,sweet,tobacco,fresh spicy,cinnamon,",unisex,older_twenty_five,"powdery,grass,vanilla,blackcurrant,leather"
J-Casanova,J. Casanova pour Homme J. Casanova for men,"warm spicy,green,woody,amber",male,older_twenty_five,"grapefruit,musty,clean,oily,grass"
L-T-Piver,Safranor L.T. Piver for women and men,"warm spicy,leather,tobacco",unisex,older_twenty_five,"animalic,phenolic,musk,medicinal,smoky"
Thomas-Kosmala,Sève Nouvelle Thomas Kosmala for women and men,"warm spicy,musky,woody,yellow floral,sweet",unisex,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Al-Rehab,Abeer Al Sharq Al-Rehab for women,"warm spicy,oud,leather,tobacco,fresh spicy",female,under_twenty_five,"animalic,phenolic,musk,medicinal,smoky"
Detaille,Bois d'Oud Detaille for women and men,"warm spicy,oud,woody,tobacco,leather,",unisex,older_twenty_five,"animalic,phenolic,musk,dry,smoky"
Revlon,Charlie Oriental Revlon for women,"warm spicy,patchouli,floral,woody,fruity,",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Sentifique,Testosterone Sentifique for men,"warm spicy,patchouli,oud,earthy,balsamic,",male,older_twenty_five,"musk,cacao,leather,berry,whiteflower"
Narciso-Rodriguez,Rose Musc Narciso Rodriguez for women,"warm spicy,rose,musky,woody,patchouli,",female,older_twenty_five,"blackcurrant,anisic,dry"
Ajmal,Ajmal II Ajmal for women and men,"warm spicy,rose,woody,balsamic,oud,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Amberfig,Cafe Massoia Amberfig for women and men,"warm spicy,sweet,balsamic,cacao,coffee,citrus",unisex,older_twenty_five,"nut,meat,caramellic,musty,sulfuric"
Kenzo,Kenzo Jungle L'Elephant Kenzo for women,"warm spicy,sweet,fresh spicy,aromatic,vanilla,,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Ex-Nihilo,Brompton Immortals Ex Nihilo for women and men,"warm spicy,vanilla,soft spicy,balsamic,sweet,",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Bourbon-French-Parfums,Alessandra Bourbon French Parfums for women,"warm spicy,woody,amber",female,older_twenty_five,"blackcurrant,anisic,dry"
Le-Parfum-Citoyen,L'Apollon Le Parfum Citoyen for men,"warm spicy,woody,citrus,fresh spicy,balsamic",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Rance-1795,Hortense Rance 1795 for women,"warm spicy,woody,fresh spicy,aromatic,citrus,cinnamon,",female,older_twenty_five,"powdery,blackcurrant,vanilla,cherry,grass"
Antonio-Puig,Sybaris Antonio Puig for men,"warm spicy,woody,fresh spicy,balsamic,aromatic",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Des-Filles-a-la-Vanille,Coeur Ocean Des Filles a la Vanille for women,"warm spicy,woody,marine,aromatic,yellow floral,",female,older_twenty_five,"blackcurrant,anisic,dry"
The-Sum,The Gold The Sum for women and men,"warm spicy,woody,white floral,balsamic,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Michael-Kors,Wonderlust Sublime  Michael Kors for women,"white floral,amber,animalic,sweet,floral,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Adopt-by-Reserve-Naturelle,Ambre Fleur d'Oranger Adopt' by Reserve Naturelle for women,"white floral,amber,citrus,woody,sweet",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Nejma,Jasmin Nejma for women,"white floral,animalic,floral",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Fleurage,Jasmine Floral Fleurage for women,"white floral,animalic,floral",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Santa-Maria-Novella,Gelsomino Santa Maria Novella for women,"white floral,animalic,floral",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Strange-Invisible-Perfumes,Epic Gardenia Strange Invisible Perfumes for women,"white floral,animalic,floral,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Olympic-Orchids-Artisan-Perfumes,Tropic of Capricorn Olympic Orchids Artisan Perfumes for women and men,"white floral,animalic,fruity,amber,musky,floral,",unisex,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Scent-by-the-Sea,Moon Bride Perfume Oil Scent by the Sea for women,"white floral,aquatic,fruity,fresh,sweet",female,older_twenty_five,pungent
Khaltat,Amour Khaltat for women and men,"white floral,aromatic,fresh spicy,oud,floral,",unisex,older_twenty_five,"lemon,pungent,violetflower"
Arquiste,Boutonniere No. 7 Arquiste for women and men,"white floral,aromatic,woody,green,earthy,fresh spicy,",unisex,older_twenty_five,"musk,blackcurrant,anisic,dry,grapefruit"
Max-Azria,BCBGirls Metro Max Azria for women,"white floral,balsamic,musky,citrus,woody,floral",female,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Haught-Parfums,& Haught Parfums for women and men,"white floral,balsamic,powdery,floral,green,tuberose",unisex,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Givenchy,Eaudemoiselle de Givenchy Absolu d’Oranger Givenchy for women,"white floral,balsamic,vanilla,sweet,woody,rose,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Estevia-Parfum,Her Excellency Red Estevia Parfum for women,"white floral,balsamic,vanilla,woody,tuberose,fresh spicy,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Roberto-Verino,Gold Roberto Verino for women,"white floral,balsamic,woody,floral,powdery,musky,",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Zadig-Voltaire,Tome 1 La Purete Zadig & Voltaire for women and men,"white floral,balsamic,woody,milky,sweet,musky,",unisex,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
L-Erbolario,Gelsomino Indiano L'Erbolario for women and men,"white floral,balsamic,woody,yellow floral,warm spicy,powdery,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Chopard,Happy Spirit Forever Chopard for women,"white floral,citrus,amber,soft spicy,sweet,",female,older_twenty_five,pungent
Nobile-1942,Chypre Estratto Nobile 1942 for women,"white floral,citrus,balsamic,woody,amber,sweet,",female,older_twenty_five,"cacao,berry,whiteflower,blackcurrant,anisic"
Express,Amaze Express Express for women,"white floral,citrus,floral,fruity,fresh,sweet,",female,under_twenty_five,"pungent,lemon,violetflower"
Lambre,Son Secret Lambre for women,"white floral,citrus,floral,powdery,woody,fruity,,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Too-Cool-For-School,Dinoplatz Paradino Too Cool For School for women,"white floral,citrus,floral,rose,woody,",female,older_twenty_five,"lemon,pungent,violetflower,blackcurrant,anisic"
Porsche-Design,Porshe Woman Porsche Design for women,"white floral,citrus,fresh,green,floral,",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
S-lection-Excellence,No. 30 Sélection Excellence for women,"white floral,citrus,fruity,musky,animalic",female,under_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Dua-Fragrances,100 Grand Dua Fragrances for women,"white floral,citrus,patchouli,sweet,animalic,honey",female,older_twenty_five,"musk,powdery,leather,waxy,tropicalfruit"
Guerlain,Le Bolshoi 2011 Edition Limitee Guerlain for women,"white floral,citrus,powdery,floral,balsamic,sweet,",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Candora,Fleur d’Oranger Candora for women and men,"white floral,citrus,sweet,soapy,floral",unisex,older_twenty_five,"pungent,lemon,violetflower"
Gucci,Gucci Bamboo Eau de Toilette Gucci for women,"white floral,citrus,sweet,yellow floral,musky,animalic,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Kenzo,Flower by Kenzo Red Edition Kenzo for women,"white floral,citrus,sweet,yellow floral,vanilla,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Roger-Gallet,Tubereuse Hédonie Roger & Gallet for women,"white floral,citrus,tuberose,aromatic,animalic,,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Oriflame,Miss Charming Oriflame for women,"white floral,citrus,vanilla,animalic,sweet,",female,older_twenty_five,"musk,powdery,dairy,nut,leather"
Zara,Femme Summer Zara for women,"white floral,citrus,vanilla,animalic,sweet,powdery,",female,older_twenty_five,"musk,dairy,dry,almond,nut"
Eau-Jeune,Garconne Eau Jeune for women and men,"white floral,citrus,woody,balsamic,powdery",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Evody-Parfums,Fleur d'Oranger Evody Parfums for women,"white floral,citrus,woody,musky,sweet,fresh spicy",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Mode-Creation-Munich,MCM 1900 Mode Creation Munich for women,"white floral,citrus,woody,powdery,fruity,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Coeur-d-Esprit-Natural-Perfumes,Inspiration from the Sea Coeur d’Esprit Natural Perfumes for women,"white floral,floral,citrus,narcotic,aquatic",female,older_twenty_five,"lemon,pungent,violetflower"
Paris-Hilton,Fairy Dust Paris Hilton for women,"white floral,floral,musky,fresh,sweet,patchouli,,",female,older_twenty_five,"pungent,lemon,violetflower"
Essenzialmente-Laura,Flora Essenzialmente Laura for women and men,"white floral,floral,powdery,soft spicy,animalic",unisex,under_twenty_five,"musk,dry,vanilla,berry,violetflower"
Love-Passport,Lovers Bouquet Love Passport for women,"white floral,floral,rose,vanilla,powdery,amber,",female,under_twenty_five,"dairy,dry,almond,musk,coconut"
Issey-Miyake,Issey Miyake Pleats Please L’Elixir Edition Noël 2013 Issey Miyake for women,"white floral,floral,vanilla,sweet,patchouli,fresh,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Les-Petits-Plaisirs,Chevrefeuille Les Petits Plaisirs for women,"white floral,fruity,animalic,floral",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Yves-Rocher,Honeysuckle (Chevrefeuille) Yves Rocher for women,"white floral,fruity,animalic,floral,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Calvin-Klein,Eternity Night Calvin Klein for women,"white floral,fruity,musky,woody,sweet,",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Yves-Saint-Laurent,Supreme Bouquet Yves Saint Laurent for women and men,"white floral,fruity,sweet,tuberose,animalic,yellow floral,",unisex,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
The-Exotic-Island-Perfumer,Gardenia Exuberante The Exotic Island Perfumer for women,"white floral,fruity,sweet,woody,powdery,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Avon,Always Avon for women,"white floral,fruity,tropical,woody,floral,sweet",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Jo-Malone-London,Darjeeling Tea Jo Malone London for women and men,"white floral,green,floral,herbal,animalic,fresh spicy,",unisex,older_twenty_five,"musk,leather,tobacco,apple,meat"
Providence-Perfume-Co-,Eva Luna Providence Perfume Co. for women and men,"white floral,green,powdery,musky,ozonic,",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Evaflor,JTM Be Mine Evaflor for women,"white floral,green,woody,fresh,floral",female,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Boadicea-the-Victorious,Intense Boadicea the Victorious for women and men,"white floral,honey,sweet,fruity,animalic",unisex,older_twenty_five,"musk,powdery,leather,waxy,tropicalfruit"
Miro,Miro Night Fever Miro for women,"white floral,honey,vanilla,sweet,citrus,",female,older_twenty_five,"powdery,dairy,grass,cacao,nut"
Swiss-Arabian,Attitude for Women Swiss Arabian for women,"white floral,ozonic,floral,aquatic,patchouli",female,older_twenty_five,"lemon,pungent,violetflower"
Lalique,Azalee Lalique for women,"white floral,patchouli,floral,fruity,musky,warm spicy,",female,older_twenty_five,"lemon,pungent,violetflower"
Zhirinovsky,Zhirinovsky pour Femme Zhirinovsky for women,"white floral,powdery,woody,floral,musky",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Mary-Kay,Acapella Mary Kay for women,"white floral,rose,sweet,fruity,woody,amber",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
Juicy-Couture,Viva La Juicy Luxe Parfum Juicy Couture for women,"white floral,sweet,caramel,woody,fruity,vanilla,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Antonio-Visconti,Fleur et Feuille de Jasmin Antonio Visconti for women,"white floral,sweet,floral,yellow floral,honey,powdery,",female,older_twenty_five,"vanilla,berry,dry,violetflower,waxy"
Lola-Mood-Parfums,Red Carpet Attitude Jennifer Lola Mood Parfums for women,"white floral,sweet,musky,citrus,fruity,patchouli,",female,older_twenty_five,pungent
Ex-Voto,Eau de Luxe Tiare Rosewood Ex Voto for women and men,"white floral,sweet,vanilla,woody,yellow floral,",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
All-Good-Scents,Jasmine All Good Scents for women,"white floral,sweet,warm spicy,vanilla,citrus,powdery",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Cinnamon-Projects,9 PM Cinnamon Projects for women and men,"white floral,tobacco,tuberose,citrus,sweet,",unisex,older_twenty_five,"animalic,leather,leaf,dry,grass"
Mary-Kate-and-Ashley-Olsen,L.A. Style Mary-Kate and Ashley Olsen for women,"white floral,tuberose,animalic,floral",female,under_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Bond-No-9,Saks Fifth Avenue for Her Bond No 9 for women,"white floral,tuberose,animalic,vanilla,woody,",female,older_twenty_five,"musk,powdery,dairy,leather,nut"
Tauerville,Tuberose Flash Tauerville for women and men,"white floral,tuberose,balsamic,amber,animalic",unisex,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
Lane-Bryant,Cacique Lane Bryant for women,"white floral,tuberose,citrus,woody,animalic,",female,older_twenty_five,"musk,leather,tobacco,dry,meat"
Gucci,Gucci Bloom Nettare Di Fiori Gucci for women,"white floral,tuberose,fruity,animalic,floral,musky,",female,older_twenty_five,"musk,leather,tobacco,meat,tropicalfruit"
O-Botic-rio,Sensuelle Essence O Boticário for women,"white floral,tuberose,fruity,sweet,woody,animalic,",female,older_twenty_five,"musk,leather,tobacco,dry,meat"
Pierre-Guillaume-Paris,PG17 Tubereuse Couture Pierre Guillaume Paris for women and men,"white floral,tuberose,sweet,animalic,woody",unisex,older_twenty_five,"musk,leather,tobacco,dry,meat"
Frederic-Malle,Carnal Flower Limited Edition 2018 Frederic Malle for women and men,"white floral,tuberose,woody,citrus,sweet,",unisex,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Fueguia-1833,Amalia Gourmand Fueguia 1833 for women and men,"white floral,vanilla,powdery,animalic,sweet,",unisex,older_twenty_five,"musk,dairy,dry,almond,nut"
Dr-Taffi,Camelia Chic Dr. Taffi for women,"white floral,vanilla,powdery,musky,sweet,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Alviero-Martini,Urban Safari A City Story Alviero Martini for women,"white floral,warm spicy,floral,amber,musky,vanilla,",female,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Anthony-Embry,Coeur De Glace Anthony Embry for women,"white floral,woody,balsamic,aromatic,musky,",female,under_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
D-S-Durga,Petitgrain Sur Fleur D.S. & Durga for women,"white floral,woody,citrus,aromatic,tuberose,sweet",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Acqua-di-Parma,Iris Nobile Sublime Acqua di Parma for women,"white floral,woody,citrus,powdery,floral",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Son-Ven-n,3007 Son Venïn for women and men,"white floral,woody,citrus,powdery,musky,vanilla,",unisex,older_twenty_five,"dairy,dry,almond,musk,coconut"
Armand-Basi,In Me Armand Basi for women,"white floral,woody,citrus,sweet,floral,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Balenciaga,Michelle Balenciaga for women,"white floral,woody,floral,tuberose,sweet,powdery",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
L-Amande,Gelsomino Supremo L'Amande for women,"white floral,woody,rose,amber,yellow floral,",female,older_twenty_five,"blackcurrant,anisic,dry"
Luciano-Soprani,D Rouge Luciano Soprani for women,"white floral,woody,sweet,powdery,floral,yellow floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Filles-des-Iles,Floral Exotique Filles des Iles for women,"white floral,woody,yellow floral,citrus,floral,sweet,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Santa-Fe-Botanical-Natural-Fragrance-Collection,Snake Anoint Oil Santa Fe Botanical Natural Fragrance Collection for women and men,"white floral,woody,yellow floral,citrus,sweet,",unisex,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Nina-s-Nature,Anastasia Nina's Nature for women,"white floral,woody,yellow floral,tuberose,sweet,",female,older_twenty_five,"blackcurrant,anisic,dry,pungent"
By-Kilian,Voulez-Vous Coucher Avec Moi By Kilian for women and men,"white floral,woody,yellow floral,tuberose,vanilla,sweet,",unisex,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Krigler,Juicy Jasmine 30 Krigler for women,"white floral,yellow floral,floral,woody,sweet,green",female,older_twenty_five,"pungent,lemon,violetflower,blackcurrant,anisic"
Pour-Toujours,Khamsin Pour Toujours for women and men,"white floral,yellow floral,warm spicy,green,citrus",unisex,older_twenty_five,"grapefruit,musty,clean,oily,grass"
Ahwaz-Fragrance,Majestic Amber Ahwaz Fragrance for women and men,"woody,amber,balsamic,warm spicy,aromatic,",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Bond-No-9,Dubai Amber Bond No 9 for women and men,"woody,amber,sweet,warm spicy,vanilla,animalic,",unisex,older_twenty_five,"musk,powdery,dairy,nut,leather"
Womo,Cool Down Womo for men,"woody,aquatic,amber,musky,patchouli,earthy,",male,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Bentley,Momentum Bentley for men,"woody,aromatic,amber,balsamic,musky,",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
CnR-Create,Scorpio for Men CnR Create for men,"woody,aromatic,amber,fresh spicy,musky,",male,under_twenty_five,"blackcurrant,anisic,dry"
FO-AH,Mémoires d'une Palmeraie 02 FO'AH for women and men,"woody,aromatic,balsamic,green,smoky,",unisex,older_twenty_five,"phenolic,chemical,leather,dry,vanilla"
Bond-No-9,Cooper Square Bond No 9 for women and men,"woody,aromatic,balsamic,warm spicy,fresh spicy,musky,",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Mauboussin,Mauboussin Pour Lui in Black Mauboussin for men,"woody,aromatic,caramel,powdery,balsamic,warm spicy,",male,older_twenty_five,"vanilla,dry,musk,berry,almond"
10th-Avenue-Karl-Antony,Eau de Vivier 10th Avenue Karl Antony for women,"woody,aromatic,citrus,earthy,green",female,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Elysees-Fashion,Conviction Elysees Fashion for men,"woody,aromatic,citrus,fresh spicy,earthy",male,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Adolfo-Dominguez,Agua Fresca Vetiver Adolfo Dominguez for men,"woody,aromatic,citrus,fresh spicy,green",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
